Sports_2160P-0455,  mpc,  0.9,  3467838 
Sports_2160P-086d,  mpc,  0.9,  2371418 
Sports_2160P-1261,  mpc,  0.9,  1487929 
Sports_2160P-1733,  mpc,  0.9,  3224233 
Sports_2160P-1b70,  mpc,  0.9,  3541611 
Sports_2160P-1ddc,  mpc,  0.9,  2221767 
Sports_2160P-210c,  mpc,  0.9,  4153113 
Sports_2160P-2568,  mpc,  0.9,  1501590 
Sports_2160P-2626,  mpc,  0.9,  2532339 
Sports_2160P-279f,  mpc,  0.9,  2687753 
Sports_2160P-2a83,  mpc,  0.9,  3451776 
Sports_2160P-2e1d,  mpc,  0.9,  2876735 
Sports_2160P-2eda,  mpc,  0.9,  4532195 
Sports_2160P-5ef3,  mpc,  0.9,  4599918 
Sports_2160P-69b9,  mpc,  0.9,  1895184 
Sports_2160P-6b28,  mpc,  0.9,  2569495 
Sports_2160P-300d,  mpc,  0.9,  1681602 
Sports_2160P-324e,  mpc,  0.9,  3370409 
Sports_2160P-349c,  mpc,  0.9,  3045980 
Sports_2160P-3794,  mpc,  0.9,  2727862 
Sports_2160P-391a,  mpc,  0.9,  4672138 
Sports_2160P-3a9a,  mpc,  0.9,  1392875 
Sports_2160P-3d85,  mpc,  0.9,  3547885 
Sports_2160P-4024,  mpc,  0.9,  2288274 
Sports_2160P-4201,  mpc,  0.9,  795583 
Sports_2160P-49f1,  mpc,  0.9,  4716507 
Sports_2160P-4aae,  mpc,  0.9,  1850721 
Sports_2160P-4e9f,  mpc,  0.9,  4481311 
Sports_2160P-7165,  mpc,  0.9,  3048519 
Sports_2160P-7a11,  mpc,  0.9,  4611710 
Sports_2160P-7af7,  mpc,  0.9,  3343494 
Sports_2160P-7af8,  mpc,  0.9,  2017032 
Sports_2160P-7bbe,  mpc,  0.9,  4749663 
