Sports_480P-0623,  greedy,  0.9,  226152.0 
Sports_480P-0827,  greedy,  0.9,  190422.0 
Sports_480P-0af9,  greedy,  0.9,  140592.0 
Sports_480P-0bb9,  greedy,  0.9,  151035.0 
Sports_480P-0efe,  greedy,  0.9,  181611.0 
Sports_480P-1019,  greedy,  0.9,  2169.0 
Sports_480P-1056,  greedy,  0.9,  222091.0 
Sports_480P-11ec,  greedy,  0.9,  84379.0 
Sports_480P-1396,  greedy,  0.9,  204174.0 
Sports_480P-19e4,  greedy,  0.9,  264077.0 
Sports_480P-1d1b,  greedy,  0.9,  236102.0 
Sports_480P-1fe9,  greedy,  0.9,  218127.0 
Sports_480P-2053,  greedy,  0.9,  131521.0 
Sports_480P-211f,  greedy,  0.9,  111320.0 
Sports_480P-2dfe,  greedy,  0.9,  148586.0 
Sports_480P-3195,  greedy,  0.9,  53667.0 
Sports_480P-3404,  greedy,  0.9,  144226.0 
Sports_480P-35ea,  greedy,  0.9,  219231.0 
Sports_480P-3ca4,  greedy,  0.9,  228773.0 
Sports_480P-3dfd,  greedy,  0.9,  84646.0 
Sports_480P-3f50,  greedy,  0.9,  252123.0 
Sports_480P-41a5,  greedy,  0.9,  100941.0 
Sports_480P-44e5,  greedy,  0.9,  254372.0 
Sports_480P-4cf8,  greedy,  0.9,  291588.0 
Sports_480P-5224,  greedy,  0.9,  87987.0 
Sports_480P-5871,  greedy,  0.9,  129848.0 
Sports_480P-5f38,  greedy,  0.9,  67170.0 
Sports_480P-6508,  greedy,  0.9,  143991.0 
Sports_480P-6e41,  greedy,  0.9,  201091.0 
Sports_480P-77e3,  greedy,  0.9,  207932.0 
Sports_480P-7f7e,  greedy,  0.9,  127188.0 
