Sports_720P-00a1,  mpc,  0.9,  642411 
Sports_720P-0104,  mpc,  0.9,  592540 
Sports_720P-058f,  mpc,  0.9,  659876 
Sports_720P-07d0,  mpc,  0.9,  352293 
Sports_720P-0b9e,  mpc,  0.9,  688392 
Sports_720P-17fb,  mpc,  0.9,  384605 
Sports_720P-2191,  mpc,  0.9,  236310 
Sports_720P-2234,  mpc,  0.9,  682566 
Sports_720P-2632,  mpc,  0.9,  371252 
Sports_720P-2c06,  mpc,  0.9,  446484 
Sports_720P-2c80,  mpc,  0.9,  579554 
Sports_720P-3072,  mpc,  0.9,  235713 
Sports_720P-3338,  mpc,  0.9,  396843 
Sports_720P-33c6,  mpc,  0.9,  365169 
Sports_720P-38a1,  mpc,  0.9,  356704 
Sports_720P-3eb4,  mpc,  0.9,  313286 
Sports_720P-3ffe,  mpc,  0.9,  511344 
Sports_720P-4b69,  mpc,  0.9,  608154 
Sports_720P-50cf,  mpc,  0.9,  552395 
Sports_720P-531c,  mpc,  0.9,  464347 
Sports_720P-5833,  mpc,  0.9,  421191 
Sports_720P-5ae1,  mpc,  0.9,  535674 
Sports_720P-5bfd,  mpc,  0.9,  350862 
Sports_720P-5e39,  mpc,  0.9,  382831 
Sports_720P-5ea4,  mpc,  0.9,  666933 
Sports_720P-62ba,  mpc,  0.9,  388767 
Sports_720P-6365,  mpc,  0.9,  552517 
Sports_720P-675b,  mpc,  0.9,  333887 
Sports_720P-69a0,  mpc,  0.9,  321317 
Sports_720P-6bb7,  mpc,  0.9,  334819 
Sports_720P-6d04,  mpc,  0.9,  458286 
Sports_720P-7ba7,  mpc,  0.9,  543210 
