Sports_360P-02c3,  greedy,  0.9,  120776.0 
Sports_360P-0c66,  greedy,  0.9,  151200.0 
Sports_360P-0dda,  greedy,  0.9,  150874.0 
Sports_360P-11b7,  greedy,  0.9,  62357.0 
Sports_360P-12ee,  greedy,  0.9,  145222.0 
Sports_360P-1803,  greedy,  0.9,  122832.0 
Sports_360P-1a23,  greedy,  0.9,  119253.0 
Sports_360P-1d5c,  greedy,  0.9,  165737.0 
Sports_360P-2725,  greedy,  0.9,  89622.0 
Sports_360P-27b0,  greedy,  0.9,  119391.0 
Sports_360P-2ace,  greedy,  0.9,  143773.0 
Sports_360P-2e48,  greedy,  0.9,  76794.0 
Sports_360P-301d,  greedy,  0.9,  204737.0 
Sports_360P-32d3,  greedy,  0.9,  134139.0 
Sports_360P-35e1,  greedy,  0.9,  124590.0 
Sports_360P-3960,  greedy,  0.9,  70703.0 
Sports_360P-3e68,  greedy,  0.9,  57468.0 
Sports_360P-4545,  greedy,  0.9,  96321.0 
Sports_360P-46c6,  greedy,  0.9,  38179.0 
Sports_360P-4802,  greedy,  0.9,  154565.0 
Sports_360P-4ad7,  greedy,  0.9,  99923.0 
Sports_360P-50fd,  greedy,  0.9,  182502.0 
Sports_360P-5252,  greedy,  0.9,  126586.0 
Sports_360P-5ded,  greedy,  0.9,  144322.0 
Sports_360P-61f6,  greedy,  0.9,  184085.0 
Sports_360P-65f3,  greedy,  0.9,  80865.0 
Sports_360P-6b4f,  greedy,  0.9,  186408.0 
Sports_360P-6c6f,  greedy,  0.9,  110751.0 
Sports_360P-6cfd,  greedy,  0.9,  158390.0 
Sports_360P-6f62,  greedy,  0.9,  103044.0 
Sports_360P-7f50,  greedy,  0.9,  150297.0 
