Sports_480P-0623,  integral,  0.9,  221565 
Sports_480P-0827,  integral,  0.9,  192897 
Sports_480P-0af9,  integral,  0.9,  148501 
Sports_480P-0bb9,  integral,  0.9,  194526 
Sports_480P-0efe,  integral,  0.9,  173675 
Sports_480P-1019,  integral,  0.9,  8999 
Sports_480P-1056,  integral,  0.9,  239785 
Sports_480P-11ec,  integral,  0.9,  106692 
Sports_480P-1396,  integral,  0.9,  73306 
Sports_480P-19e4,  integral,  0.9,  171865 
Sports_480P-1d1b,  integral,  0.9,  186426 
Sports_480P-1fe9,  integral,  0.9,  225060 
Sports_480P-2053,  integral,  0.9,  131017 
Sports_480P-211f,  integral,  0.9,  111885 
Sports_480P-2dfe,  integral,  0.9,  152000 
Sports_480P-3195,  integral,  0.9,  55397 
Sports_480P-3404,  integral,  0.9,  178050 
Sports_480P-35ea,  integral,  0.9,  209602 
Sports_480P-3ca4,  integral,  0.9,  230997 
Sports_480P-3dfd,  integral,  0.9,  82018 
Sports_480P-3f50,  integral,  0.9,  251495 
Sports_480P-41a5,  integral,  0.9,  177348 
Sports_480P-44e5,  integral,  0.9,  302176 
Sports_480P-4cf8,  integral,  0.9,  227167 
Sports_480P-5224,  integral,  0.9,  92136 
Sports_480P-5871,  integral,  0.9,  130932 
Sports_480P-5f38,  integral,  0.9,  73725 
Sports_480P-6508,  integral,  0.9,  144595 
Sports_480P-6e41,  integral,  0.9,  172410 
Sports_480P-77e3,  integral,  0.9,  202356 
Sports_480P-7f7e,  integral,  0.9,  163921 
