Sports_480P-0623,  random,  0.9,  221565 
Sports_480P-0827,  random,  0.9,  192897 
Sports_480P-0af9,  random,  0.9,  148501 
Sports_480P-0bb9,  random,  0.9,  194526 
Sports_480P-0efe,  random,  0.9,  173675 
Sports_480P-1019,  random,  0.9,  8999 
Sports_480P-1056,  random,  0.9,  239785 
Sports_480P-11ec,  random,  0.9,  106692 
Sports_480P-1396,  random,  0.9,  73306 
Sports_480P-19e4,  random,  0.9,  171865 
Sports_480P-1d1b,  random,  0.9,  186426 
Sports_480P-1fe9,  random,  0.9,  225060 
Sports_480P-2053,  random,  0.9,  131017 
Sports_480P-211f,  random,  0.9,  111885 
Sports_480P-2dfe,  random,  0.9,  152000 
Sports_480P-3195,  random,  0.9,  55397 
Sports_480P-3404,  random,  0.9,  178050 
Sports_480P-35ea,  random,  0.9,  209602 
Sports_480P-3ca4,  random,  0.9,  230997 
Sports_480P-3dfd,  random,  0.9,  82018 
Sports_480P-3f50,  random,  0.9,  251495 
Sports_480P-41a5,  random,  0.9,  177348 
Sports_480P-44e5,  random,  0.9,  302176 
Sports_480P-4cf8,  random,  0.9,  227167 
Sports_480P-5224,  random,  0.9,  92136 
Sports_480P-5871,  random,  0.9,  130932 
Sports_480P-5f38,  random,  0.9,  73725 
Sports_480P-6508,  random,  0.9,  144595 
Sports_480P-6e41,  random,  0.9,  172410 
Sports_480P-77e3,  random,  0.9,  202356 
Sports_480P-7f7e,  random,  0.9,  163921 
